"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1),bla
"","",-1.15771,"","",3.67256,"","",1.34526,"","",1.53148,"","",0.791988,"","",0.0199864,"","",0.881653,"","",4.28878,"","",1,"","",7,"","",0,"","",2,""
"","",1.18169,"","",-1.16069,"","",0.161819,"","",16.6602,"","",0.575072,"","",0.0603572,"","",14.7063,"","",1.28588,"","",0,"","",4,"","",1,"","",1,""
"","",-0.527368,"","",2.25917,"","",0.713445,"","",4.60088,"","",0.990744,"","",1.16207,"","",1.94697,"","",0.441378,"","",1,"","",6,"","",0,"","",1,""
"","",-1.45663,"","",2.53113,"","",0.561249,"","",8.52834,"","",0.698328,"","",0.346381,"","",2.22677,"","",0.11333,"","",0,"","",4,"","",0,"","",4,""
"","",0.572967,"","",1.28252,"","",0.617314,"","",2.27607,"","",0.699042,"","",0.229844,"","",2.58424,"","",0.372399,"","",1,"","",4,"","",0,"","",1,""
"","",-1.43338,"","",-0.359657,"","",0.984781,"","",2.32032,"","",0.140591,"","",0.894744,"","",1.23519,"","",0.0410529,"","",0,"","",6,"","",0,"","",1,""
"","",-1.05519,"","",-3.17902,"","",0.213325,"","",11.2266,"","",0.240625,"","",3.82851,"","",7.40613,"","",2.86931,"","",0,"","",6,"","",1,"","",1,""
"","",-0.733112,"","",27.5599,"","",0.574343,"","",2.08555,"","",0.875406,"","",0.392731,"","",0.789302,"","",2.00236,"","",1,"","",4,"","",0,"","",0,""
"","",0.210907,"","",0.52692,"","",0.949266,"","",5.70768,"","",0.302255,"","",0.0293934,"","",2.29275,"","",0.438452,"","",0,"","",4,"","",2,"","",1,""
"","",-0.998921,"","",-8.47453,"","",2.57193,"","",4.42818,"","",0.312512,"","",1.95949,"","",1.61112,"","",0.495735,"","",0,"","",6,"","",2,"","",0,""
"","",1.07785,"","",21.2599,"","",0.827127,"","",2.22075,"","",0.219705,"","",0.259762,"","",2.57484,"","",0.758068,"","",1,"","",7,"","",1,"","",0,""
"","",-1.19897,"","",0.428084,"","",6.36157,"","",6.39845,"","",0.783148,"","",0.887824,"","",5.92357,"","",2.59961,"","",1,"","",2,"","",0,"","",0,""
"","",0.216637,"","",-0.160354,"","",0.595719,"","",14.1563,"","",0.398896,"","",1.56058,"","",0.377372,"","",0.188719,"","",1,"","",7,"","",2,"","",2,""
"","",0.143087,"","",-0.477205,"","",14.4524,"","",16.3811,"","",0.0791425,"","",0.0272768,"","",1.29199,"","",0.982345,"","",1,"","",3,"","",1,"","",1,""
"","",-1.06575,"","",0.840262,"","",0.600352,"","",4.34312,"","",0.831771,"","",1.65663,"","",2.55136,"","",0.874176,"","",0,"","",5,"","",0,"","",0,""
"","",-0.428623,"","",0.801036,"","",0.814491,"","",3.67805,"","",0.363223,"","",1.69695,"","",1.98066,"","",0.0777499,"","",1,"","",4,"","",0,"","",0,""
"","",-0.656179,"","",-1.10188,"","",2.02836,"","",5.66264,"","",0.459379,"","",0.756973,"","",0.647601,"","",0.319385,"","",1,"","",5,"","",1,"","",1,""
"","",0.959394,"","",7.58543,"","",0.045598,"","",5.20824,"","",0.389459,"","",0.410817,"","",3.42834,"","",0.0984909,"","",0,"","",5,"","",1,"","",0,""
"","",1.55605,"","",-0.373163,"","",0.394259,"","",4.80409,"","",0.938646,"","",3.27245,"","",9.44014,"","",1.07521,"","",1,"","",5,"","",1,"","",3,""
"","",-1.0408,"","",1.02235,"","",0.355986,"","",2.69069,"","",0.999594,"","",0.565241,"","",0.251581,"","",0.378812,"","",1,"","",7,"","",0,"","",1,""
"","",0.930572,"","",0.482397,"","",1.9504,"","",5.65952,"","",0.186427,"","",0.827723,"","",3.99542,"","",0.316618,"","",0,"","",8,"","",0,"","",0,""
"","",-0.0754459,"","",-1.74959,"","",1.51947,"","",5.67678,"","",0.511079,"","",1.11813,"","",0.284717,"","",0.244522,"","",1,"","",6,"","",0,"","",1,""
"","",-1.9672,"","",2.31862,"","",5.40922,"","",5.63029,"","",0.812025,"","",2.08848,"","",0.792015,"","",0.713607,"","",0,"","",7,"","",8,"","",0,""
"","",-0.755904,"","",-0.721142,"","",0.123671,"","",7.23311,"","",0.296026,"","",0.158288,"","",0.316282,"","",1.09259,"","",1,"","",6,"","",7,"","",1,""
"","",0.461149,"","",0.0416484,"","",5.83764,"","",7.8928,"","",0.657713,"","",0.357284,"","",6.00936,"","",0.57864,"","",1,"","",7,"","",0,"","",1,""
"","",0.145107,"","",1.78057,"","",1.4643,"","",0.966167,"","",0.752664,"","",0.118338,"","",0.609689,"","",0.637577,"","",1,"","",4,"","",3,"","",2,""
"","",-2.44231,"","",-0.485024,"","",1.05638,"","",4.07759,"","",0.00570546,"","",0.00341648,"","",179.969,"","",3.57432,"","",1,"","",6,"","",1,"","",0,""
"","",0.580319,"","",0.447421,"","",1.56028,"","",8.54496,"","",0.933358,"","",0.696752,"","",2.19532,"","",1.12746,"","",1,"","",4,"","",0,"","",1,""
"","",0.655052,"","",-0.529052,"","",0.171837,"","",0.935786,"","",0.837296,"","",0.0885985,"","",0.676558,"","",0.581103,"","",1,"","",4,"","",0,"","",1,""
"","",-0.304509,"","",-0.504794,"","",3.15488,"","",3.51923,"","",0.293667,"","",5.92415,"","",4.86363,"","",0.14494,"","",1,"","",6,"","",0,"","",1,""
"","",-0.707568,"","",0.508741,"","",0.190653,"","",6.42521,"","",0.692952,"","",1.97105,"","",0.391308,"","",2.99216,"","",1,"","",2,"","",0,"","",0,""
"","",1.97157,"","",4.02749,"","",0.263243,"","",4.71947,"","",0.0535938,"","",2.31044,"","",0.678945,"","",0.120217,"","",1,"","",6,"","",2,"","",1,""
"","",-0.0899987,"","",1.35825,"","",1.11004,"","",3.71737,"","",0.0192835,"","",0.831028,"","",5.41734,"","",1.34265,"","",0,"","",4,"","",2,"","",0,""
"","",-0.0140173,"","",-0.604132,"","",1.57591,"","",5.51978,"","",0.860826,"","",0.436693,"","",10.596,"","",1.12375,"","",0,"","",4,"","",1,"","",0,""
"","",-1.12346,"","",0.851852,"","",2.73866,"","",5.5796,"","",0.200261,"","",1.92311,"","",0.554173,"","",1.08832,"","",0,"","",3,"","",0,"","",1,""
"","",-1.34413,"","",2.8649,"","",0.454182,"","",2.37208,"","",0.918005,"","",0.442438,"","",0.876925,"","",0.847016,"","",0,"","",6,"","",0,"","",3,""
"","",-1.52316,"","",-0.92632,"","",0.78491,"","",1.1007,"","",0.363044,"","",0.981791,"","",3.49411,"","",0.303618,"","",1,"","",3,"","",0,"","",0,""
"","",-0.421968,"","",-0.644903,"","",1.11124,"","",2.08881,"","",0.159833,"","",0.821521,"","",0.943618,"","",1.07948,"","",0,"","",7,"","",0,"","",1,""
"","",1.36092,"","",2.43743,"","",6.20108,"","",1.93103,"","",0.573367,"","",0.0264515,"","",0.384948,"","",0.331439,"","",1,"","",4,"","",2,"","",2,""
"","",1.75379,"","",-2.41882,"","",1.27655,"","",2.67931,"","",0.697131,"","",1.51369,"","",4.86367,"","",2.28289,"","",1,"","",3,"","",2,"","",0,""
"","",1.56836,"","",-4.53997,"","",1.11882,"","",6.90381,"","",0.488026,"","",0.200044,"","",1.8903,"","",0.943175,"","",1,"","",6,"","",1,"","",2,""
"","",1.29676,"","",0.15036,"","",3.47656,"","",13.2694,"","",0.221185,"","",0.142695,"","",6.06667,"","",0.860344,"","",1,"","",7,"","",0,"","",0,""
"","",-0.237596,"","",0.429538,"","",0.970376,"","",6.22967,"","",0.0938337,"","",0.54031,"","",0.777473,"","",1.40822,"","",0,"","",8,"","",0,"","",1,""
"","",-1.22415,"","",-14.4622,"","",3.62563,"","",6.13147,"","",0.603625,"","",0.585827,"","",1.31035,"","",1.08325,"","",0,"","",6,"","",1,"","",0,""
"","",-0.327813,"","",1.01815,"","",0.287648,"","",8.38034,"","",0.673091,"","",2.07672,"","",1.76859,"","",0.207399,"","",1,"","",5,"","",6,"","",1,""
"","",-2.41245,"","",1.39176,"","",0.292583,"","",0.956905,"","",0.405665,"","",0.802776,"","",0.961288,"","",1.08894,"","",0,"","",6,"","",6,"","",2,""
"","",-0.313793,"","",0.161921,"","",0.225341,"","",8.22439,"","",0.467317,"","",0.411809,"","",0.411731,"","",1.16552,"","",0,"","",6,"","",3,"","",2,""
"","",1.65988,"","",-0.568256,"","",0.802002,"","",2.42874,"","",0.314754,"","",0.98622,"","",2.10131,"","",0.414839,"","",0,"","",6,"","",0,"","",0,""
"","",0.130953,"","",0.263195,"","",0.555137,"","",5.37481,"","",0.976863,"","",0.23214,"","",5.34111,"","",0.30827,"","",1,"","",2,"","",5,"","",2,""
"","",1.09589,"","",-0.966056,"","",0.41362,"","",7.12931,"","",0.543955,"","",0.944633,"","",0.517892,"","",1.13818,"","",1,"","",4,"","",2,"","",0,""
"","",0.489341,"","",-0.525507,"","",1.8024,"","",3.31262,"","",0.512027,"","",0.441775,"","",3.76524,"","",1.86315,"","",0,"","",3,"","",0,"","",0,""
"","",-0.77891,"","",0.958519,"","",0.473839,"","",4.96831,"","",0.315635,"","",0.435141,"","",1.09806,"","",1.16743,"","",0,"","",5,"","",0,"","",1,""
"","",1.74356,"","",-1.125,"","",1.32025,"","",2.30509,"","",0.130976,"","",1.68235,"","",4.08355,"","",0.516745,"","",0,"","",8,"","",0,"","",1,""
"","",-0.0783873,"","",-1.38507,"","",1.16462,"","",13.0275,"","",0.755426,"","",1.16137,"","",1.60523,"","",1.10622,"","",0,"","",3,"","",1,"","",0,""
"","",-0.975554,"","",-2.39647,"","",0.594289,"","",8.64045,"","",0.682117,"","",2.23901,"","",0.622094,"","",0.0274183,"","",0,"","",6,"","",5,"","",0,""
"","",0.0706598,"","",2.46368,"","",2.37659,"","",4.92283,"","",0.878926,"","",0.0648924,"","",0.51635,"","",1.21194,"","",1,"","",9,"","",1,"","",1,""
"","",-1.5186,"","",0.873823,"","",0.351797,"","",2.38793,"","",0.465592,"","",2.59835,"","",1.81289,"","",0.555309,"","",0,"","",3,"","",5,"","",1,""
"","",0.863779,"","",14.9713,"","",0.284251,"","",4.74402,"","",0.00917302,"","",1.14687,"","",12.6406,"","",0.428603,"","",1,"","",6,"","",0,"","",2,""
"","",0.501568,"","",-2.05556,"","",0.2935,"","",3.69824,"","",0.690442,"","",0.120694,"","",1.41442,"","",1.04155,"","",1,"","",5,"","",0,"","",1,""
"","",-0.354781,"","",1.03791,"","",0.328538,"","",4.61666,"","",0.134101,"","",0.276478,"","",2.00028,"","",1.22204,"","",0,"","",4,"","",1,"","",2,""
"","",-0.488429,"","",-0.0495313,"","",1.19532,"","",8.84934,"","",0.158355,"","",0.595646,"","",1.34807,"","",0.52339,"","",1,"","",7,"","",0,"","",0,""
"","",0.936294,"","",-0.449543,"","",1.03909,"","",4.16164,"","",0.555335,"","",0.471822,"","",4.96685,"","",0.868868,"","",1,"","",2,"","",0,"","",0,""
"","",-1.06241,"","",-6.26117,"","",3.20956,"","",2.16493,"","",0.273005,"","",4.08375,"","",0.79828,"","",0.0718189,"","",1,"","",4,"","",0,"","",2,""
"","",-0.983821,"","",0.0864193,"","",0.727745,"","",1.14859,"","",0.667943,"","",0.652825,"","",0.853882,"","",0.914402,"","",1,"","",2,"","",0,"","",1,""
"","",0.424248,"","",-0.135759,"","",0.966677,"","",2.39064,"","",0.769326,"","",0.662171,"","",0.302202,"","",0.921321,"","",1,"","",4,"","",2,"","",1,""
"","",-0.451313,"","",0.437116,"","",1.77419,"","",8.32187,"","",0.934942,"","",0.883758,"","",5.58601,"","",3.32307,"","",1,"","",4,"","",0,"","",1,""
"","",0.925085,"","",5.23253,"","",0.200637,"","",3.29147,"","",0.211632,"","",0.814466,"","",8.13228,"","",0.0950166,"","",0,"","",5,"","",0,"","",2,""
"","",-0.198621,"","",-0.0456506,"","",1.54396,"","",2.36713,"","",0.793199,"","",1.58309,"","",0.889391,"","",1.02569,"","",1,"","",6,"","",0,"","",1,""
"","",1.19485,"","",-0.465084,"","",2.50028,"","",8.71991,"","",0.508587,"","",0.332404,"","",8.29897,"","",2.18444,"","",1,"","",5,"","",0,"","",3,""
"","",0.495545,"","",-0.692968,"","",0.554428,"","",4.61175,"","",0.206119,"","",0.24001,"","",0.443627,"","",1.59999,"","",1,"","",7,"","",0,"","",0,""
"","",-2.24515,"","",0.0979326,"","",2.31797,"","",3.17371,"","",0.182583,"","",4.90437,"","",0.883062,"","",2.27232,"","",0,"","",7,"","",1,"","",1,""
"","",-1.33537,"","",1.46183,"","",0.237868,"","",7.41655,"","",0.159453,"","",0.87812,"","",0.452639,"","",5.3328,"","",1,"","",6,"","",0,"","",0,""
"","",1.28278,"","",2.6911,"","",0.675578,"","",2.70288,"","",0.147238,"","",3.28557,"","",22.2072,"","",0.829639,"","",0,"","",5,"","",1,"","",0,""
"","",0.690796,"","",-3.44919,"","",0.454636,"","",6.55346,"","",0.604348,"","",1.09302,"","",6.59814,"","",1.27778,"","",0,"","",4,"","",1,"","",0,""
"","",-0.967063,"","",0.286643,"","",0.755362,"","",1.76809,"","",0.175869,"","",0.0138015,"","",0.530715,"","",0.458778,"","",1,"","",7,"","",0,"","",0,""
"","",-1.34579,"","",0.0823895,"","",1.59528,"","",3.16922,"","",0.0605352,"","",0.290567,"","",2.30776,"","",0.116928,"","",0,"","",6,"","",1,"","",2,""
"","",1.03367,"","",-0.458796,"","",0.512172,"","",3.9257,"","",0.322563,"","",0.0824318,"","",2.03347,"","",1.68168,"","",0,"","",6,"","",0,"","",0,""
"","",-0.811776,"","",-0.851681,"","",0.342066,"","",7.51388,"","",0.238687,"","",0.0998518,"","",3.41441,"","",0.148029,"","",0,"","",8,"","",0,"","",0,""
"","",1.80173,"","",-2.86265,"","",2.59578,"","",2.00188,"","",0.121367,"","",0.105063,"","",4.07346,"","",0.741272,"","",1,"","",4,"","",0,"","",1,""
"","",1.77154,"","",1.12221,"","",0.345157,"","",2.8777,"","",0.0426507,"","",1.59503,"","",9.91895,"","",1.83771,"","",0,"","",7,"","",0,"","",2,""
"","",-1.45469,"","",-1.08478,"","",0.534391,"","",2.91568,"","",0.891083,"","",0.127061,"","",3.00144,"","",1.14677,"","",1,"","",7,"","",2,"","",0,""
"","",-0.845654,"","",-0.973625,"","",0.727968,"","",3.17187,"","",0.0729943,"","",0.506041,"","",0.485388,"","",0.846132,"","",0,"","",5,"","",0,"","",1,""
"","",-1.25048,"","",2.05644,"","",1.28424,"","",4.79527,"","",0.619745,"","",0.135326,"","",0.63366,"","",1.94159,"","",1,"","",5,"","",0,"","",2,""
"","",0.667288,"","",-0.698182,"","",1.01665,"","",3.39193,"","",0.251954,"","",0.54688,"","",1.19939,"","",0.197096,"","",0,"","",4,"","",1,"","",1,""
"","",-1.29077,"","",0.0904826,"","",5.30191,"","",1.47085,"","",0.385598,"","",1.14302,"","",2.6669,"","",1.43194,"","",0,"","",4,"","",3,"","",0,""
"","",-2.035,"","",1.33111,"","",0.660429,"","",6.81292,"","",0.142195,"","",0.303138,"","",0.353551,"","",0.3983,"","",0,"","",6,"","",2,"","",0,""
"","",2.02135,"","",-0.816021,"","",0.370388,"","",3.01859,"","",0.937632,"","",1.60485,"","",2.09002,"","",1.57671,"","",0,"","",3,"","",0,"","",2,""
"","",1.00597,"","",-1.79879,"","",1.18673,"","",9.14116,"","",0.588537,"","",0.137071,"","",1.19949,"","",0.908714,"","",0,"","",4,"","",0,"","",1,""
"","",0.817124,"","",-0.906266,"","",0.785944,"","",10.5729,"","",0.880642,"","",2.27125,"","",1.43483,"","",0.826358,"","",0,"","",5,"","",1,"","",1,""
"","",-0.663988,"","",10.2863,"","",1.02498,"","",1.45689,"","",0.0891811,"","",0.713483,"","",0.692969,"","",2.08137,"","",1,"","",6,"","",2,"","",1,""
"","",-0.0112812,"","",34.1622,"","",0.909537,"","",5.0943,"","",0.172538,"","",0.0341705,"","",5.38339,"","",1.24526,"","",1,"","",6,"","",0,"","",0,""
"","",0.619677,"","",-0.524818,"","",8.6967,"","",2.79601,"","",0.0857588,"","",0.669959,"","",0.68926,"","",0.0677264,"","",0,"","",4,"","",1,"","",2,""
"","",-1.28124,"","",-0.695017,"","",1.68772,"","",2.68677,"","",0.552005,"","",0.370999,"","",0.701149,"","",0.477273,"","",0,"","",4,"","",0,"","",2,""
"","",-0.124261,"","",-158.464,"","",0.779653,"","",4.21427,"","",0.653006,"","",1.40155,"","",2.72229,"","",1.08407,"","",0,"","",6,"","",0,"","",1,""
"","",0.175742,"","",-2.257,"","",0.799683,"","",2.24406,"","",0.573329,"","",1.98723,"","",0.590475,"","",0.549186,"","",0,"","",5,"","",2,"","",1,""
"","",1.69277,"","",0.0583673,"","",3.20594,"","",7.73257,"","",0.70554,"","",1.56189,"","",1.02164,"","",0.531017,"","",0,"","",5,"","",0,"","",3,""
"","",0.642133,"","",0.758359,"","",1.19324,"","",2.99602,"","",0.25544,"","",0.477206,"","",0.905041,"","",0.701103,"","",1,"","",6,"","",3,"","",0,""
"","",1.28223,"","",2.54081,"","",7.6107,"","",3.15265,"","",0.410357,"","",1.05656,"","",1.68313,"","",2.51911,"","",0,"","",10,"","",0,"","",0,""
"","",0.140547,"","",0.739216,"","",2.64078,"","",6.41693,"","",0.880053,"","",0.0262597,"","",12.7762,"","",1.35272,"","",1,"","",8,"","",0,"","",1,""
"","",-1.1125,"","",0.0533687,"","",0.689044,"","",4.89347,"","",0.675386,"","",0.594576,"","",2.86397,"","",0.530216,"","",0,"","",5,"","",0,"","",1,""
"","",-0.339677,"","",1.18642,"","",0.690704,"","",5.30372,"","",0.00894685,"","",0.556831,"","",2.65547,"","",2.09872,"","",1,"","",5,"","",5,"","",1,""
"","",-1.66476,"","",-3.051,"","",0.524687,"","",8.07692,"","",0.901372,"","",1.1522,"","",0.568398,"","",1.17719,"","",0,"","",3,"","",3,"","",1,""
"","",0.928852,"","",-1.87733,"","",2.40705,"","",15.1174,"","",0.442527,"","",0.994059,"","",0.298064,"","",2.74946,"","",0,"","",5,"","",0,"","",2,""
"","",1.41683,"","",0.656161,"","",0.729022,"","",4.36913,"","",0.151215,"","",0.146528,"","",0.469894,"","",0.592312,"","",0,"","",4,"","",2,"","",1,""
"","",-0.0627208,"","",0.0290353,"","",0.864407,"","",7.34416,"","",0.917553,"","",1.31578,"","",0.731971,"","",1.50822,"","",0,"","",5,"","",0,"","",0,""
"","",-0.980902,"","",-0.894952,"","",0.874101,"","",4.33634,"","",0.677717,"","",0.783003,"","",2.62629,"","",0.096215,"","",1,"","",6,"","",0,"","",0,""
"","",1.08715,"","",-0.771034,"","",1.28052,"","",1.66582,"","",0.949895,"","",1.28642,"","",0.28533,"","",0.128449,"","",1,"","",5,"","",0,"","",1,""
"","",0.139327,"","",0.121669,"","",6.63347,"","",4.6063,"","",0.641406,"","",0.139567,"","",1.44655,"","",1.13321,"","",0,"","",4,"","",0,"","",1,""
"","",-0.386272,"","",-0.612376,"","",1.72381,"","",2.48222,"","",0.398945,"","",0.699041,"","",0.345858,"","",0.232038,"","",1,"","",4,"","",2,"","",0,""
"","",1.12359,"","",-3.46113,"","",3.19791,"","",8.39241,"","",0.060679,"","",0.168479,"","",2.47606,"","",1.38694,"","",1,"","",7,"","",1,"","",0,""
"","",-0.759846,"","",-0.49059,"","",0.984179,"","",5.79716,"","",0.189609,"","",2.63409,"","",114.303,"","",0.802178,"","",0,"","",4,"","",0,"","",0,""
"","",1.14896,"","",0.128123,"","",2.12696,"","",11.5161,"","",0.33039,"","",0.131467,"","",1.45834,"","",0.00347101,"","",1,"","",5,"","",0,"","",0,""
"","",-0.842476,"","",1.53381,"","",1.33032,"","",15.0047,"","",0.812634,"","",0.710779,"","",1.33516,"","",2.24996,"","",1,"","",6,"","",5,"","",0,""
"","",0.391413,"","",-1.23086,"","",3.61614,"","",2.03374,"","",0.973057,"","",2.56438,"","",15.5181,"","",1.11641,"","",0,"","",5,"","",0,"","",0,""
"","",0.891377,"","",-87.6976,"","",0.126867,"","",5.61862,"","",0.269533,"","",0.710368,"","",0.775594,"","",0.323104,"","",0,"","",4,"","",4,"","",2,""
"","",-1.33526,"","",-0.77147,"","",3.96445,"","",12.7312,"","",0.115833,"","",1.97119,"","",0.841453,"","",1.12342,"","",0,"","",7,"","",0,"","",2,""
"","",0.398123,"","",-3.01349,"","",6.0394,"","",3.59074,"","",0.013226,"","",0.58866,"","",0.689971,"","",3.05291,"","",1,"","",5,"","",0,"","",1,""
"","",-0.111587,"","",1.65078,"","",0.253227,"","",10.1653,"","",0.779377,"","",0.627875,"","",1.40391,"","",1.96658,"","",1,"","",4,"","",0,"","",1,""
"","",0.675744,"","",0.421358,"","",0.581422,"","",3.38591,"","",0.260122,"","",0.162991,"","",7.7312,"","",0.974365,"","",1,"","",9,"","",1,"","",0,""
"","",-0.788598,"","",1.14004,"","",0.64593,"","",3.84122,"","",0.862175,"","",0.95017,"","",1.06524,"","",0.301555,"","",1,"","",5,"","",1,"","",1,""
"","",-0.0869863,"","",-0.829983,"","",1.11961,"","",6.86648,"","",0.667914,"","",1.1101,"","",1.13584,"","",0.884631,"","",1,"","",2,"","",2,"","",1,""
"","",1.38228,"","",0.0197846,"","",0.496819,"","",1.2647,"","",0.592907,"","",1.65715,"","",1.89539,"","",2.74594,"","",0,"","",6,"","",1,"","",1,""
"","",0.16849,"","",-0.929552,"","",3.28308,"","",1.14316,"","",0.677716,"","",0.259335,"","",3.26179,"","",0.0350387,"","",0,"","",5,"","",0,"","",1,""
"","",0.823191,"","",0.162519,"","",1.25632,"","",9.51574,"","",0.237932,"","",0.831144,"","",1.40419,"","",0.370909,"","",0,"","",5,"","",4,"","",3,""
"","",-0.220895,"","",1.50581,"","",2.4036,"","",3.2652,"","",0.660319,"","",1.00798,"","",1.16209,"","",1.84465,"","",1,"","",5,"","",0,"","",0,""
"","",-1.02939,"","",-4.24665,"","",0.975476,"","",4.14219,"","",0.631717,"","",1.00642,"","",2.07698,"","",0.125359,"","",0,"","",6,"","",0,"","",0,""
"","",-0.0109257,"","",0.459296,"","",8.66668,"","",5.59499,"","",0.261889,"","",1.76915,"","",0.414438,"","",0.637655,"","",1,"","",5,"","",0,"","",1,""
"","",-1.22499,"","",-1.56095,"","",0.520448,"","",1.89684,"","",0.877246,"","",0.383411,"","",1.47624,"","",0.0390717,"","",1,"","",2,"","",0,"","",0,""
"","",-2.59611,"","",1.09769,"","",2.7513,"","",5.7079,"","",0.127174,"","",2.60439,"","",18.6411,"","",0.0639464,"","",0,"","",4,"","",4,"","",0,""
"","",1.16912,"","",0.178701,"","",5.80822,"","",4.35178,"","",0.7691,"","",0.0335338,"","",3.09386,"","",0.0826837,"","",0,"","",4,"","",0,"","",3,""
"","",-1.08691,"","",-3.286,"","",3.67361,"","",7.97555,"","",0.0533607,"","",0.135361,"","",3.13365,"","",1.16397,"","",0,"","",4,"","",0,"","",1,""
"","",-1.82608,"","",1.60678,"","",1.00284,"","",1.66976,"","",0.150859,"","",0.646221,"","",1.51722,"","",0.0516666,"","",0,"","",4,"","",0,"","",3,""
"","",0.995282,"","",19.3384,"","",0.857155,"","",4.95101,"","",0.592024,"","",0.803261,"","",10.5792,"","",0.123091,"","",1,"","",8,"","",0,"","",0,""
"","",-0.0118618,"","",-0.569769,"","",1.79185,"","",2.12677,"","",0.299016,"","",0.0810486,"","",1.81367,"","",0.884673,"","",0,"","",3,"","",0,"","",0,""
"","",-0.599628,"","",1.17889,"","",0.377343,"","",2.77855,"","",0.374131,"","",0.0462651,"","",1.83591,"","",0.0638813,"","",1,"","",6,"","",3,"","",0,""
"","",-0.177948,"","",2.53113,"","",0.841639,"","",9.89535,"","",0.501287,"","",0.453374,"","",12.6722,"","",1.07906,"","",0,"","",4,"","",0,"","",1,""
"","",-0.425981,"","",57.2347,"","",1.1137,"","",4.71062,"","",0.404242,"","",0.532745,"","",0.667307,"","",1.11506,"","",1,"","",4,"","",0,"","",0,""
"","",0.996659,"","",-0.778313,"","",0.206041,"","",6.13914,"","",0.846461,"","",0.893762,"","",1.19413,"","",0.322428,"","",1,"","",5,"","",3,"","",1,""
"","",0.727661,"","",-1.02839,"","",3.00869,"","",1.48864,"","",0.262404,"","",0.0579737,"","",1.95031,"","",0.0828274,"","",1,"","",4,"","",4,"","",1,""
"","",-1.72663,"","",0.241776,"","",0.467242,"","",5.4456,"","",0.793476,"","",2.96052,"","",1.71852,"","",1.12057,"","",1,"","",2,"","",1,"","",0,""
"","",0.353398,"","",1.21739,"","",0.456627,"","",4.14103,"","",0.396599,"","",0.162352,"","",3.12811,"","",1.23978,"","",0,"","",7,"","",1,"","",1,""
"","",0.726814,"","",1.23119,"","",0.903215,"","",3.03547,"","",0.117002,"","",1.26241,"","",3.70097,"","",0.0123628,"","",1,"","",4,"","",5,"","",0,""
"","",0.668261,"","",-0.309485,"","",0.130647,"","",4.98091,"","",0.421169,"","",0.129274,"","",6.89527,"","",2.70214,"","",0,"","",2,"","",3,"","",1,""
"","",-2.42432,"","",1.92527,"","",3.86037,"","",3.64366,"","",0.874174,"","",2.9762,"","",2.27339,"","",0.155673,"","",1,"","",5,"","",1,"","",0,""
"","",-0.235357,"","",21.099,"","",5.08672,"","",3.49431,"","",0.80709,"","",1.7082,"","",1.13447,"","",0.0354423,"","",1,"","",5,"","",2,"","",1,""
"","",1.97963,"","",-0.806321,"","",0.546774,"","",2.39935,"","",0.904219,"","",0.357993,"","",5.29356,"","",1.89121,"","",0,"","",6,"","",0,"","",3,""
"","",0.796795,"","",-0.265566,"","",10.4038,"","",4.69346,"","",0.0386693,"","",0.220951,"","",0.630293,"","",2.58529,"","",1,"","",5,"","",2,"","",0,""
"","",-1.70928,"","",1.35587,"","",4.92721,"","",8.12051,"","",0.0398861,"","",3.12728,"","",2.46307,"","",1.28965,"","",1,"","",6,"","",0,"","",0,""
"","",-1.66367,"","",61.615,"","",1.98805,"","",1.90936,"","",0.425187,"","",0.278546,"","",1.71197,"","",0.68753,"","",1,"","",4,"","",8,"","",2,""
"","",0.49111,"","",0.861787,"","",3.00492,"","",5.84276,"","",0.287078,"","",0.438938,"","",0.881743,"","",0.06794,"","",0,"","",5,"","",0,"","",0,""
"","",-0.174055,"","",-0.819738,"","",0.261884,"","",2.23044,"","",0.510803,"","",0.377222,"","",1.06811,"","",1.2221,"","",1,"","",7,"","",1,"","",2,""
"","",0.961291,"","",0.352616,"","",0.235219,"","",2.63035,"","",0.45922,"","",1.26427,"","",15.5191,"","",0.24833,"","",0,"","",8,"","",3,"","",0,""
"","",0.293827,"","",-0.249882,"","",2.60571,"","",4.66933,"","",0.867892,"","",0.234577,"","",4.69849,"","",1.91612,"","",1,"","",7,"","",1,"","",1,""
